f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,is_Stego
-6.9506,-6.2364,-6.6635,1.5897,0.78137,1.099,-3.4916,-2.004,-3.7623,58.833,9.3853,65.987,-6.4688,0.86585,-2.1341,10.853,-6.8772,-6.9126,-7.0015,1.3958,1.4924,1.5037,-1.3052,-1.2192,-1.2828,5.9264,5.9444,5.8244,-6.6495,1.3719,-1.3331,6.2563,-3.214,0.61709,-0.88873,4.3715,-4.0799,1.7108,-1.2202,6.0929,-3.4281,0.70175,-0.95972,4.7411,2.3047,5.0717,-0.86136,3.5893,-3.2639,2.2377,-0.63592,4.2281,-1.8315,1.7643,-1.1101,6.1576,-1.9779,1.4188,-1.3416,5.7597,-6.6464,1.0426,-1.6872,7.8071,-2.6344,1.9027,-0.75146,5.9242,-2.8482,1.7058,-1.2572,5.9204,-7.9122,1.3763,-1.3404,6.1511,1
-6.6805,-6.7025,-6.7952,1.2889,1.3717,1.3364,-2.8617,-2.8879,-1.3224,49.429,44.52,6.1687,-6.8863,1.2497,-1.2286,5.5616,-7.4026,-7.1207,-7.0962,1.6292,1.5459,1.6257,-1.199,-1.1584,-1.3964,5.94,5.1989,6.4268,-6.6371,1.3204,-1.5669,6.7654,-3.2956,0.84556,-0.86744,3.97,-4.1544,2.1202,-1.1217,4.9749,-3.6058,1.1358,-0.81541,3.6314,1.6259,9.335,-0.32772,2.657,-3.2113,2.8049,-0.58476,3.6763,-2.2878,3.2621,-0.7257,3.8077,-2.6686,1.9594,-0.69518,3.7763,-6.1548,0.93448,-1.9457,11.425,-3.4039,4.0946,-0.49736,3.7175,-3.9773,3.773,-0.75416,3.1354,-7.9606,1.4412,-1.2721,5.9819,1
-5.7013,-6.336,-6.9927,0.29097,1.2207,1.2895,-3.4559,-3.2711,-2.8429,26.954,54.124,44.909,-6.6627,1.2368,-1.581,7.3276,-6.2856,-5.8602,-6.1028,1.7791,1.4159,1.636,-1.1063,-1.4149,-1.1237,5.7589,6.7621,5.3155,-5.4172,1.1125,-1.687,8.1527,-2.6125,1.104,-0.13881,3.2707,-3.3651,2.1214,-0.60951,4.5091,-2.8852,1.2224,-0.22321,3.2297,3.6054,4.4513,-0.10405,4.2116,-2.586,1.928,-0.89804,4.4212,-1.631,2.1453,0.25471,9.0603,-1.833,1.4349,-1.2514,6.4064,-6.7761,1.2808,-1.4654,6.6106,-1.8606,2.5424,0.56054,8.4425,-2.0307,1.7625,-0.93071,4.8708,-7.3738,1.3999,-1.2876,6.0415,1
-6.4964,-6.831,-6.649,1.1603,1.2542,1.2715,-3.4344,-1.3168,-3.3869,71.373,6.6713,60.274,-6.5942,1.2116,-1.7225,8.0999,-7.3266,-7.2979,-7.2422,1.5407,1.4753,1.4589,-1.1235,-1.3238,-1.477,5.1024,5.9506,7.0365,-6.8284,1.2754,-1.5497,6.7574,-3.3637,0.8438,-0.89607,4.1408,-4.2043,1.9206,-1.1764,5.3928,-3.6194,1.0671,-0.85008,3.8021,2.409,7.1011,-0.99092,4.0612,-3.5072,3.0308,-0.59655,3.6585,-1.9098,2.7332,-0.95524,4.2493,-2.1785,2.6301,-1.1495,4.2346,-6.1683,0.97002,-1.7249,7.9772,-3.1075,3.7955,-0.75935,3.7662,-3.3774,3.7103,-1.0971,4.1058,-8.014,1.4113,-1.3645,6.6157,1
-6.4929,-6.8759,-6.6654,1.1566,1.2784,1.2033,-3.5381,-1.2654,-1.4217,75.34,5.9855,6.4345,-6.5943,1.196,-1.5463,6.5583,-7.3496,-7.3033,-7.2239,1.658,1.4573,1.4009,-1.2069,-1.259,-1.4778,5.6162,5.5866,7.2277,-6.8474,1.2271,-1.4925,6.5188,-3.3965,1.0105,-1.0693,4.3995,-4.255,2.2616,-1.2006,5.0965,-3.6725,1.2074,-1.0732,4.6699,2.099,8.3331,-1.0331,3.9515,-3.4808,3.0725,-0.58285,3.6429,-2.089,3.2785,-0.94908,3.9599,-2.3792,3.1493,-1.1098,3.6615,-6.1788,0.96571,-1.5807,7.2028,-3.2316,3.9861,-0.74804,4.004,-3.4891,3.4339,-0.97235,3.7507,-8.0078,1.4238,-1.3305,6.1486,1
-6.6273,-6.8908,-6.8079,0.93989,1.4131,1.2642,-3.4792,-2.5274,-2.7091,69.912,33.767,40.37,-6.9382,1.3213,-1.4576,6.7644,-7.6592,-7.3647,-7.3774,1.7557,1.5776,1.6054,-1.057,-1.2014,-1.21,5.2232,5.7558,5.5843,-6.9957,1.4128,-1.3133,5.7641,-3.6506,1.1073,-0.83749,3.5742,-4.4077,2.0684,-1.0885,5.0727,-4.0163,1.5483,-0.82508,3.1626,0.90415,10.835,-0.60161,2.4209,-3.1128,2.5851,-0.55374,3.5557,-2.6564,4.0758,-0.4405,3.7163,-2.8302,2.0103,-0.45716,3.288,-6.2173,0.79237,-1.8885,9.7134,-4.0858,5.7754,-0.35525,3.9358,-4.5748,4.9547,-0.72221,2.7849,-8.1228,1.4071,-1.3652,6.4532,1
-6.2374,-6.0167,-6.4756,0.85897,0.64342,1.0207,-4.8454,-2.2302,-6.2302,107.68,10.819,143.2,-6.0924,1.123,-2.085,9.2981,-7.3207,-7.2861,-7.2923,1.7884,1.6577,1.5392,-1.2303,-1.1004,-1.1491,5.7268,4.6403,5.8306,-6.8438,1.4953,-1.3065,5.4812,-3.4403,0.92617,-0.69821,3.2861,-4.1466,1.9156,-1.1703,5.3423,-3.8016,1.2967,-0.74757,3.1896,1.5937,9.3118,-0.51331,2.6017,-3.1747,2.902,-0.62818,3.5877,-2.4274,2.6047,-0.17953,2.3,-2.9525,3.6567,-0.79455,2.8134,-6.513,0.8134,-1.5971,8.1064,-4.1453,6.3406,-0.5154,2.5683,-4.3798,5.3255,-0.71607,2.7391,-8.0386,1.5349,-1.1427,5.1682,1
-6.5327,-7.3563,-7.0922,0.79108,1.5656,1.2122,-1.8628,-1.268,-1.1589,9.5223,6.03,5.8392,-7.218,1.7157,-1.1695,5.0674,-6.9006,-7.0802,-7.0338,1.644,1.7673,1.6242,-1.172,-1.2769,-0.96392,5.4386,7.1288,5.6164,-6.492,1.5118,-1.2024,5.6965,-2.8816,0.9546,-0.4037,4.5688,-3.699,2.0308,-0.91867,5.0393,-3.1045,1.376,-0.30637,3.1783,3.0644,11.303,-0.15515,2.7888,-3.4263,3.3093,-0.6958,3.8854,-2.2224,2.6496,-0.70751,3.4373,-2.1881,1.9626,-0.8226,3.8848,-6.9675,1.0983,-1.165,5.8792,-3.2491,3.8246,-0.73137,3.8393,-3.3397,3.385,-0.88986,3.4362,-7.9047,1.608,-1.1305,6.034,1
-6.3198,-6.0493,-6.6372,0.84163,0.6084,0.81005,-5.021,-2.1571,-2.0885,117.6,10.504,10.338,-6.204,1.1203,-2.0235,8.7685,-7.1897,-7.1828,-7.2717,1.6779,1.653,1.4824,-1.1279,-1.2752,-1.2458,4.8152,5.8015,5.8054,-6.7053,1.4166,-1.3023,5.4339,-3.4339,0.88308,-0.76917,3.8253,-4.1221,1.9192,-1.19,5.406,-3.8086,1.1395,-0.60334,3.0847,1.6638,8.2353,-0.4226,2.7227,-3.2066,3.1455,-0.6636,3.6863,-2.45,2.5594,-0.19218,2.3728,-3.0949,3.8932,-0.82907,2.9527,-6.6546,0.92883,-1.5194,7.4782,-4.1941,5.9137,-0.4657,2.5978,-4.4302,4.9065,-0.60365,2.5917,-7.9293,1.4718,-1.2343,5.5237,1
-6.418,-6.7621,-6.4661,0.63278,1.2627,1.1082,-5.4037,-2.7614,-1.7156,151.18,40.495,7.7736,-6.6647,1.0904,-1.6154,7.2264,-7.5976,-7.4314,-7.3761,1.8648,1.6399,1.5472,-1.173,-1.3086,-1.249,5.662,6.1061,5.5622,-7.0028,1.3535,-1.4311,6.3104,-3.6309,1.3013,-0.99571,3.6658,-4.4907,2.2949,-1.09,4.7871,-3.9805,1.7093,-0.88478,3.2513,0.90941,10.609,-0.71552,2.7548,-3.2294,3.1427,-0.63269,3.5422,-2.5438,3.4902,-0.60007,2.9877,-2.7801,2.3424,-0.47538,2.8857,-6.3433,0.86657,-2.0778,9.8092,-3.8911,4.9241,-0.65031,3.0207,-4.3606,4.7038,-0.72864,2.9897,-8.1534,1.4099,-1.3626,6.201,1
-6.7055,-6.5214,-6.4511,0.89068,1.1765,1.1258,-5.3452,-2.9141,-1.6447,137.51,44.833,7.0276,-6.6015,0.89004,-1.8856,9.3754,-7.7725,-7.4913,-7.4257,2.2739,1.6278,1.4761,-0.83997,-1.2323,-1.4178,3.9939,5.4229,6.7316,-7.0238,1.3084,-1.549,7.2783,-3.8456,1.8471,-0.57948,2.7799,-4.7907,3.022,-0.90259,4.1178,-4.2379,2.5822,-0.56312,2.5352,0.46384,15.488,-0.55627,2.215,-3.3681,3.8209,-0.57725,3.03,-2.4831,2.6803,-0.59195,3.3561,-2.5408,1.5749,-0.47281,3.4117,-6.3075,0.77984,-1.9122,9.8711,-4.0888,5.0471,-0.58399,3.1925,-4.5348,5.0622,-0.65578,2.7999,-8.1669,1.5092,-1.1948,5.8002,1
-6.83,-6.8334,-6.2702,1.4092,1.2265,0.9179,-3.1836,-1.4277,-8.1048,49.661,6.8286,211.6,-6.5925,1.1696,-1.8797,9.2111,-7.4269,-7.3943,-7.2356,1.7694,1.6934,1.4622,-1.3249,-1.3835,-1.1947,5.9269,6.4486,5.5853,-6.8865,1.3418,-1.4095,6.1582,-3.2862,0.75153,-0.78457,3.9725,-4.1354,1.7943,-1.1772,5.5057,-3.5653,0.99166,-0.75015,3.4231,2.0554,8.2049,-0.45174,2.525,-3.1065,2.5475,-0.63208,3.8727,-2.3796,3.4591,-0.58577,2.3972,-2.7152,2.9931,-0.76618,3.0588,-6.0748,0.71375,-2.1386,12.323,-3.6713,5.2981,-0.80592,3.0408,-3.999,4.5484,-0.84793,3.0093,-8.107,1.5508,-1.2611,6.0279,1
-6.8337,-6.8449,-6.7611,1.3429,1.3675,1.4725,-1.4419,-2.5229,-2.3034,7.0569,37.032,32.386,-6.7408,1.074,-1.183,6.625,-7.3657,-7.5302,-7.6455,1.621,1.5353,1.9652,-1.4842,-1.2089,-1.1885,6.9343,5.4163,5.9269,-7.0816,1.417,-1.5132,7.042,-3.6335,1.1815,-0.43702,2.516,-4.5033,2.6195,-0.99516,4.4388,-3.9333,1.2012,-0.16041,2.2877,1.2406,13.158,-0.84096,2.7625,-3.3477,3.1472,-0.56268,3.3574,-1.8151,1.4667,-1.0719,6.6716,-1.7652,1.0422,-1.7082,8.2498,-6.4367,0.98665,-1.7415,8.708,-3.7809,3.4448,-0.42941,3.2655,-3.9295,2.8566,-0.70134,3.321,-8.1663,1.4367,-1.3133,6.5419,1
-5.1913,-6.6896,-6.1341,0.21268,1.451,1.027,-2.7134,-3.756,-6.2925,17.86,67.938,143.37,-6.1414,1.0502,-1.6439,7.3293,-6.0254,-5.5865,-5.8587,1.7084,1.3623,1.5027,-1.0442,-1.496,-1.0738,4.7736,7.2262,5.0325,-5.2031,1.0387,-1.635,7.7636,-2.6117,0.79859,-0.43478,3.8788,-3.368,1.7634,-0.8682,4.8162,-2.8105,0.86158,-0.43088,3.592,3.3393,3.842,-0.35755,4.0157,-2.762,1.9122,-0.88571,4.4884,-1.2398,2.013,0.29074,8.9845,-1.4412,1.2874,-1.2755,5.6091,-6.7642,1.3388,-1.4056,6.1898,-1.5681,2.4471,0.7092,8.3849,-1.7363,1.6634,-0.89033,4.6017,-7.0939,1.3178,-1.3566,6.2398,1
-6.4815,-6.1942,-6.1817,0.94371,0.75086,0.87,-6.4308,-5.7575,-4.9141,173.39,148.06,111.99,-6.3633,0.87676,-1.9611,9.4168,-7.5171,-7.521,-7.4072,2.1076,1.6119,1.3171,-1.0504,-1.2903,-1.3868,4.8427,6.118,6.3177,-7.0648,1.3166,-1.4594,6.793,-3.6271,1.3892,-0.78827,3.3474,-4.5012,2.3408,-0.99814,4.5876,-3.9283,1.8039,-0.80528,3.1821,1.6352,10.411,-1.0428,3.491,-3.5139,3.3117,-0.50624,3.2388,-2.2436,3.1719,-0.32027,4.6096,-2.5368,3.562,-1.0657,3.4889,-6.359,0.92379,-1.582,7.2278,-3.5628,4.5059,-0.075162,4.8305,-3.7855,3.8881,-0.92136,3.5424,-8.1627,1.5029,-1.2027,5.8222,1
-6.8563,-6.5414,-6.9864,1.6014,1.1345,1.6563,-5.267,-5.0107,-1.441,99.861,105.81,6.1091,-6.752,1.0989,-1.6343,7.2288,-7.0246,-7.1348,-7.231,1.4564,1.5124,1.1665,-1.1715,-1.2662,-1.4822,5.5386,6.1285,6.6741,-6.768,1.2882,-2.0036,12.556,-3.1492,0.52191,-0.74058,4.1401,-3.8894,1.5221,-1.2147,5.6754,-3.414,0.56724,-0.74794,4.0745,3.3525,2.9281,-0.34234,4.3615,-3.5693,2.0946,-0.72308,4.2571,-1.2822,1.4177,-1.123,6.1239,-1.304,1.1963,-1.6206,7.4828,-7.028,1.4179,-1.3959,7.2334,-2.3621,1.6463,-0.67201,7.4131,-2.5636,1.8416,-1.0446,4.8488,-7.9371,1.3707,-1.4245,6.7906,1
-6.8434,-6.3674,-6.9392,1.4513,1.1356,1.447,-5.1484,-4.4116,-3.169,100.34,88.556,52.19,-6.8711,1.2492,-1.7259,7.7745,-7.0666,-7.1853,-7.3795,1.3946,1.6231,1.2019,-1.1978,-1.2604,-1.464,6.0275,5.7283,6.9394,-6.903,1.2031,-1.4826,6.7692,-3.1034,0.49774,-0.91118,5.2414,-3.9186,1.4689,-1.2466,6.0288,-3.3475,0.5511,-0.81165,4.4873,3.3904,2.3484,-0.45961,4.3078,-3.4443,1.9031,-0.63879,3.9355,-1.2846,1.3814,-0.87775,9.4795,-1.3803,1.0563,-1.6126,8.043,-6.9476,1.0858,-1.5926,7.3925,-2.4618,1.824,-0.0031725,9.5762,-2.7376,1.7344,-0.99008,4.8185,-8.0524,1.3573,-1.3762,6.2784,1
-6.4159,-6.8354,-7.0724,0.76214,1.3347,1.4042,-1.9626,-2.3564,-1.2138,10.709,31.921,5.8457,-6.7431,1.2083,-1.5339,7.3561,-7.3949,-7.3926,-7.5291,1.4333,1.3943,1.5423,-1.289,-1.2446,-1.2413,6.2398,5.6577,5.8595,-7.1204,1.2986,-1.3511,6.0023,-3.3022,0.52214,-0.69067,4.1825,-3.9734,1.537,-1.2675,6.112,-3.6736,0.62296,-0.63963,4.2186,2.585,3.3937,-0.34269,3.8512,-3.1278,2.0042,-0.726,4.2752,-2.0069,1.5954,-0.96004,6.1435,-2.2296,1.5035,-1.1506,5.4985,-6.619,1.0651,-1.6618,7.7044,-3.1989,1.9241,-0.72372,6.2484,-3.559,2.0096,-0.96893,4.7268,-8.2303,1.3801,-1.2706,5.785,1
-6.4035,-6.7102,-6.7297,1.3563,1.5648,1.0104,-6.3421,-5.2214,-1.7529,139.57,101.58,7.8096,-6.5624,1.1669,-1.7042,7.6146,-6.5544,-6.5636,-6.5448,1.4161,1.4656,1.0569,-1.1756,-1.3435,-1.6213,6.2617,5.9748,7.5769,-5.8974,0.98698,-2.1071,10.22,-2.8256,0.51024,-0.66895,4.6393,-3.4395,1.5325,-1.1542,5.5408,-2.8028,0.67422,-0.48149,3.9505,4.9907,4.0959,-0.03498,4.6211,-3.841,2.255,-0.82572,4.6578,-0.92977,1.2954,-0.85672,8.4133,-1.2346,1.228,-1.4593,6.7471,-6.5499,1.1697,-1.5287,6.5486,-1.6782,1.756,-0.47849,7.6908,-1.9816,1.4903,-1.3717,7.1026,-7.5969,1.3072,-1.2295,5.8378,1
-4.9403,-4.4934,-4.387,1.0303,2.075,1.8029,-1.4171,-8.5515,-10.458,6.9352,173.9,232.38,-4.6474,1.2219,-1.4083,5.1033,-4.9819,-4.827,-5.023,1.9045,2.19,1.8608,-0.68024,-0.59715,-0.75201,4.255,4.0023,4.8991,-4.6458,2.2561,-0.61555,4.1254,-1.7612,0.75973,-0.31691,3.7769,-2.3248,1.7834,-0.98842,5.2414,-1.9356,0.82291,-0.27036,3.3593,4.2806,3.9514,0.41463,5.2396,-3.519,2.7454,-0.4205,3.4165,0.0096522,1.7038,-0.5295,5.7797,-0.17067,1.4079,-0.87899,5.0258,-4.3292,0.67093,-3.0728,21.746,-0.56572,2.442,-0.02584,5.476,-0.92959,2.0968,-0.57144,4.405,-6.0246,1.8501,-0.74842,4.4889,1
-6.8119,-6.6209,-6.6173,1.5543,1.2469,1.4382,-3.2313,-1.6268,-5.744,53.167,7.7206,119.37,-6.7462,1.3994,-1.453,6.4518,-7.0058,-7.1733,-6.9724,1.3768,1.2447,1.3905,-1.2844,-1.6461,-1.2591,5.6927,8.6881,5.7367,-6.5593,1.1319,-1.9471,9.549,-3.0324,0.50687,-0.94584,5.2284,-3.6173,1.409,-1.2824,6.2175,-3.3514,0.54303,-0.86186,4.6772,4.067,2.5126,-0.37213,5.3182,-3.6896,1.8844,-0.79073,4.8584,-0.98998,1.3764,-1.0202,6.8148,-1.4062,1.245,-1.4698,6.8575,-6.6836,1.4309,-1.2291,5.4009,-2.0174,1.7678,-0.6298,6.3281,-2.3774,1.4731,-1.1862,5.7127,-7.8001,1.3001,-1.3531,6.1444,1
-6.92,-6.9756,-6.8905,1.4463,1.5164,1.0451,-2.388,-2.4857,-1.5663,34.13,32.614,6.736,-6.988,1.4414,-1.2668,5.7892,-7.2931,-7.3371,-7.4401,1.5177,1.441,1.3077,-1.2991,-1.1501,-1.2846,6.6216,5.3505,6.0112,-7.1346,1.3213,-1.3516,6.3284,-3.2445,0.52397,-0.69443,4.1986,-3.9238,1.4283,-1.27,5.9948,-3.53,0.56669,-0.63041,4.0192,2.8879,2.2938,-0.77255,4.7594,-3.2615,1.8229,-0.924,5.0804,-1.7161,1.4059,-0.78873,8.7288,-1.9105,1.2989,-1.5574,6.7319,-6.685,1.2269,-1.6777,8.6594,-2.9748,1.7987,-0.025798,10.524,-3.1465,1.4581,-1.2096,5.7396,-8.1536,1.3785,-1.3038,6.0532,1
-5.8204,-6.6868,-6.0817,0.91143,1.6009,1.1215,-6.9675,-5.109,-5.2655,171.66,98.44,111.2,-6.1195,1.0165,-1.798,8.7724,-7.1566,-6.9141,-6.9676,1.3032,1.5031,1.4296,-1.5179,-1.0985,-1.1497,7.1728,4.976,5.6287,-6.5993,1.2203,-1.5459,7.1601,-3.0541,0.53141,-0.76705,4.6654,-3.7315,1.4316,-1.1672,5.7319,-3.304,0.54568,-0.70203,4.0621,3.5584,2.8398,-0.28209,4.0163,-3.5082,1.8868,-0.74505,4.257,-0.92873,1.6859,-0.173,8.0367,-1.2958,1.1863,-1.6297,7.5344,-6.7303,1.3658,-1.3761,6.4829,-2.0065,2.3286,0.58612,8.5892,-2.391,1.4827,-1.1698,5.5872,-7.7757,1.3768,-1.3639,6.5514,1
