f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,is_Stego
-6.5064,-6.8381,-6.6571,1.1635,1.2555,1.2813,-3.415,-1.264,-3.4145,70.871,5.8945,59.833,-6.6015,1.2189,-1.7641,8.3382,-7.3395,-7.3077,-7.2503,1.5703,1.4772,1.4389,-1.2561,-1.3494,-1.4145,6.2923,6.2546,6.5156,-6.835,1.2688,-1.5471,6.8445,-3.3761,0.8426,-0.92568,4.4558,-4.2145,1.9316,-1.204,5.5831,-3.6326,1.059,-0.836,3.7242,2.3927,7.0814,-0.99149,4.0677,-3.5119,3.0278,-0.62285,3.9013,-1.9108,2.6819,-0.89234,3.8414,-2.1816,2.6082,-1.1421,4.1804,-6.1767,0.96689,-1.7075,7.8574,-3.1124,3.7737,-0.7663,3.8404,-3.3814,3.6693,-1.0767,3.9554,-8.023,1.3969,-1.303,6.1487,1
-6.5042,-6.8825,-6.6734,1.157,1.2848,1.2144,-3.4757,-1.3169,-1.4832,74.658,6.5611,7.0002,-6.6016,1.1961,-1.5428,6.4885,-7.3602,-7.3126,-7.2305,1.6603,1.4559,1.3598,-1.1993,-1.2478,-1.272,5.4486,5.5125,5.3494,-6.8539,1.225,-1.4983,6.6752,-3.4072,1.0016,-1.0632,4.3914,-4.266,2.2963,-1.274,5.5927,-3.6839,1.1917,-1.0469,4.5327,2.0849,8.3071,-1.0451,4.0646,-3.4886,3.0543,-0.55499,3.5004,-2.0898,3.2504,-0.98411,4.1089,-2.3811,3.1417,-1.1454,3.9142,-6.1895,0.98858,-1.7411,8.9058,-3.2365,3.9591,-0.7864,4.0951,-3.4915,3.3999,-0.97494,3.7765,-8.0172,1.4309,-1.3771,6.6245,1
-6.6373,-6.8994,-6.8135,0.94108,1.4054,1.2539,-3.4794,-2.4321,-2.6649,69.849,32.722,40.324,-6.9453,1.3273,-1.4721,6.8027,-7.6694,-7.3731,-7.3867,1.7518,1.5656,1.6099,-1.0457,-1.1608,-1.2315,5.1092,5.4857,5.7638,-7.0028,1.4159,-1.3071,5.6884,-3.6608,1.1021,-0.83527,3.5621,-4.4159,2.0648,-1.0687,4.902,-4.0278,1.543,-0.82713,3.175,0.89107,10.803,-0.60328,2.434,-3.1307,2.6049,-0.59239,3.8352,-2.6568,4.059,-0.44184,3.7365,-2.8341,2.0082,-0.44353,3.0834,-6.2255,0.79579,-1.8931,9.638,-4.0836,5.7272,-0.35855,4.0122,-4.5771,4.933,-0.73261,2.8313,-8.1322,1.4044,-1.331,5.988,1
-6.2521,-6.0199,-6.4813,0.8951,0.64795,1.0169,-4.9173,-2.2952,-6.2715,102.38,11.559,144.34,-6.1009,1.1324,-2.1288,9.7978,-7.3288,-7.2979,-7.3014,1.7682,1.6797,1.5264,-1.1721,-1.1766,-1.0885,5.2704,5.2094,5.2283,-6.8529,1.509,-1.3461,5.7352,-3.4519,0.92044,-0.69834,3.2845,-4.1541,1.9112,-1.1718,5.4158,-3.8158,1.2922,-0.75066,3.1957,1.5786,9.2622,-0.50715,2.5828,-3.1891,2.9409,-0.68147,3.8819,-2.4346,2.6116,-0.22213,2.357,-2.9536,3.6375,-0.7987,2.828,-6.5198,0.82525,-1.7019,9.1667,-4.1522,6.3263,-0.53565,2.6209,-4.3809,5.2694,-0.70637,2.6733,-8.0484,1.5428,-1.2004,5.6774,1
-6.5353,-7.3717,-7.0882,0.77988,1.5535,1.1752,-1.7666,-1.1916,-1.067,8.4346,5.4873,5.2656,-7.2367,1.7377,-1.1087,4.5139,-6.9161,-7.091,-7.0436,1.6618,1.7417,1.603,-1.1785,-1.1584,-0.86982,5.3027,5.6411,4.7329,-6.5023,1.518,-1.2205,5.7154,-2.9028,0.93562,-0.45041,4.5132,-3.7126,2.0149,-0.95415,5.2304,-3.1266,1.3507,-0.33638,3.1768,3.033,11.152,-0.18264,2.8015,-3.4337,3.2904,-0.664,3.7361,-2.2299,2.6539,-0.74348,3.6463,-2.1946,1.946,-0.8003,3.7466,-6.9723,1.1055,-1.2088,6.1933,-3.2568,3.808,-0.74963,3.9922,-3.3472,3.3604,-0.89631,3.4897,-7.9142,1.5826,-1.0367,5.16,1
-6.33,-6.0539,-6.6485,0.85409,0.61555,0.82702,-5.0634,-2.268,-2.2519,115.88,11.88,12.284,-6.2136,1.1263,-2.0629,9.323,-7.2023,-7.1905,-7.2826,1.7096,1.6283,1.4967,-1.2151,-1.2002,-1.3243,5.441,5.2462,6.6151,-6.7156,1.4424,-1.3732,5.9161,-3.4453,0.87947,-0.77512,3.8332,-4.1304,1.9233,-1.2088,5.6361,-3.8225,1.1374,-0.62121,3.2074,1.6458,8.234,-0.43126,2.7561,-3.2165,3.1168,-0.62923,3.5079,-2.4549,2.5606,-0.21603,2.5242,-3.0938,3.8376,-0.80108,2.7885,-6.6607,0.93075,-1.5424,7.7242,-4.1985,5.879,-0.45791,2.555,-4.432,4.8584,-0.6009,2.5837,-7.9394,1.4761,-1.2611,5.7629,1
-6.4252,-6.7689,-6.47,0.64275,1.2791,1.1046,-5.4128,-2.8272,-1.7038,147.72,40.5,7.6309,-6.6694,1.0929,-1.6458,7.5123,-7.6079,-7.4411,-7.3858,1.8555,1.6371,1.55,-1.1105,-1.2786,-1.2661,4.8697,5.7182,5.6829,-7.0091,1.351,-1.4257,6.3192,-3.6413,1.2942,-0.996,3.6648,-4.4997,2.2966,-1.0865,4.7227,-3.9924,1.7058,-0.89588,3.3153,0.89695,10.579,-0.71941,2.7858,-3.2414,3.1478,-0.63337,3.5549,-2.5421,3.4651,-0.6131,3.0926,-2.7857,2.3647,-0.54089,3.2727,-6.3499,0.87053,-2.1019,10.1,-3.8918,4.8806,-0.64641,2.9996,-4.3604,4.6456,-0.71211,2.8975,-8.162,1.4023,-1.3403,6.0384,1
-6.7114,-6.5319,-6.4525,0.87671,1.171,1.1215,-5.3231,-2.8778,-1.64,140.35,44.759,6.9758,-6.6069,0.88749,-1.8592,8.9556,-7.7846,-7.5005,-7.4331,2.2662,1.6222,1.4541,-0.83061,-1.2232,-1.3512,3.9501,5.407,6.2578,-7.0291,1.2931,-1.4882,6.7497,-3.8563,1.8342,-0.57846,2.784,-4.8005,3.0332,-0.93455,4.3487,-4.2487,2.5661,-0.56588,2.5531,0.45387,15.42,-0.55326,2.2053,-3.3812,3.8382,-0.58565,3.086,-2.4879,2.6968,-0.64756,3.7152,-2.5471,1.5958,-0.56038,3.9591,-6.3151,0.78292,-1.9187,9.8163,-4.088,4.9895,-0.57275,3.1515,-4.535,5.006,-0.64111,2.7313,-8.177,1.5154,-1.222,5.961,1
-6.8324,-6.842,-6.2785,1.3647,1.2218,0.90458,-2.9717,-1.3831,-8.1223,48.124,6.3662,216.17,-6.5972,1.1456,-1.7927,8.5815,-7.4368,-7.4015,-7.2468,1.7598,1.654,1.4706,-1.2951,-1.2479,-1.2193,5.6941,5.3148,5.7282,-6.8936,1.3424,-1.4273,6.3743,-3.2984,0.74764,-0.77767,3.9083,-4.1444,1.7954,-1.1949,5.7248,-3.579,0.98903,-0.75508,3.4557,2.0394,8.1792,-0.45251,2.5409,-3.118,2.5588,-0.63253,3.9047,-2.3816,3.4416,-0.59884,2.4868,-2.7174,2.9768,-0.76807,3.0656,-6.0842,0.70754,-1.9964,10.239,-3.6765,5.2802,-0.81561,3.0928,-3.9998,4.5028,-0.85406,3.068,-8.1159,1.5358,-1.2091,5.534,1
-6.8277,-6.8523,-6.7668,1.2859,1.3716,1.4967,-1.2742,-2.5265,-2.424,6.026,36.894,33.173,-6.7356,1.0663,-1.213,6.7033,-7.3766,-7.5413,-7.6535,1.6315,1.5559,1.9286,-1.4682,-1.2845,-1.0552,6.5332,6.038,4.7186,-7.0886,1.4245,-1.5453,7.3416,-3.6431,1.173,-0.43309,2.5065,-4.5134,2.6334,-1.0087,4.479,-3.9437,1.192,-0.15234,2.2654,1.2326,13.073,-0.83944,2.7618,-3.3592,3.1561,-0.58714,3.5293,-1.8174,1.4488,-0.98385,5.8352,-1.7668,1.0268,-1.6002,7.0456,-6.4444,0.98177,-1.6963,8.2587,-3.7873,3.4392,-0.42103,3.1726,-3.9332,2.8428,-0.70153,3.302,-8.175,1.4286,-1.2756,6.2078,1
-5.1999,-6.6931,-6.1497,0.21682,1.449,1.0227,-3.0098,-3.8037,-6.21,23.501,68.574,143.07,-6.1535,1.0603,-1.7214,8.4069,-6.0374,-5.5956,-5.8695,1.7185,1.3437,1.509,-1.0717,-1.4021,-1.1159,4.9895,6.4491,5.4485,-5.2053,1.023,-1.5651,7.0944,-2.6276,0.79413,-0.44062,3.965,-3.3783,1.7494,-0.85226,4.7426,-2.8267,0.85596,-0.43341,3.6183,3.317,3.8542,-0.37803,4.0954,-2.7779,1.9448,-0.97987,5.2198,-1.253,2.0255,0.16902,9.1048,-1.454,1.3219,-1.4306,6.8145,-6.7671,1.3138,-1.3077,5.4508,-1.587,2.4399,0.60552,8.408,-1.75,1.6826,-0.94978,5.0452,-7.1036,1.2998,-1.3034,5.9425,1
-6.489,-6.1994,-6.1841,0.94481,0.74853,0.8572,-6.4186,-5.7609,-4.9085,172.81,148.64,114.25,-6.3699,0.88908,-2.0444,10.247,-7.5278,-7.5283,-7.4187,2.0997,1.5834,1.3301,-1.0349,-1.179,-1.4323,4.7302,5.1326,6.7221,-7.0723,1.3249,-1.4809,6.8546,-3.6377,1.3779,-0.77839,3.3055,-4.5109,2.3438,-1.0208,4.7965,-3.9402,1.7943,-0.80211,3.176,1.6259,10.338,-1.0418,3.4977,-3.5252,3.324,-0.53296,3.3551,-2.2436,3.1485,-0.32259,4.7099,-2.536,3.5255,-1.0648,3.5004,-6.3663,0.92094,-1.5536,6.9682,-3.565,4.4843,-0.082055,4.931,-3.7873,3.845,-0.90839,3.482,-8.1728,1.5054,-1.2172,6.0347,1
-6.8635,-6.5527,-6.9929,1.6463,1.1423,1.6498,-5.3225,-5.0135,-1.4203,96.815,104.82,5.9372,-6.7652,1.1423,-1.9438,11.224,-7.0318,-7.1429,-7.2419,1.4399,1.4871,1.1706,-1.1335,-1.1653,-1.4778,5.3684,5.3154,6.4908,-6.7684,1.2014,-1.4934,6.6659,-3.1643,0.52232,-0.74205,4.1401,-3.8967,1.4981,-1.1625,5.4254,-3.431,0.56656,-0.73819,4.009,3.3346,2.9453,-0.36096,4.4142,-3.5833,2.1203,-0.78099,4.5603,-1.2871,1.4213,-1.1649,6.4546,-1.3102,1.2021,-1.6931,8.2743,-7.0328,1.4168,-1.3324,6.2585,-2.3678,1.6233,-0.60801,7.1656,-2.5708,1.8278,-1.0113,4.6216,-7.946,1.3585,-1.3687,6.3168,1
-6.8491,-6.378,-6.9478,1.4581,1.1641,1.4644,-5.1575,-4.5101,-3.1922,99.65,86.989,51.541,-6.8729,1.2222,-1.6341,7.0328,-7.0754,-7.1926,-7.3914,1.3778,1.5897,1.1926,-1.1104,-1.1711,-1.3855,5.1862,5.1874,6.1635,-6.9094,1.1914,-1.4353,6.4555,-3.1194,0.49881,-0.9165,5.2839,-3.9288,1.456,-1.1973,5.598,-3.3643,0.55213,-0.82131,4.5855,3.3729,2.3573,-0.4832,4.5569,-3.4573,1.9154,-0.69678,4.3123,-1.2891,1.3775,-0.87652,9.5326,-1.3857,1.0491,-1.5369,7.1329,-6.9493,1.0836,-1.618,7.62,-2.4705,1.834,-0.045039,9.8202,-2.7481,1.7544,-1.0528,5.2783,-8.0622,1.3497,-1.3599,6.1893,1
-6.4286,-6.8453,-7.0841,0.77587,1.3448,1.4187,-2.0158,-2.3815,-1.2233,11.214,31.823,5.8,-6.7532,1.2167,-1.5643,7.8256,-7.4061,-7.4056,-7.5388,1.4407,1.4189,1.536,-1.2925,-1.3302,-1.2037,6.216,6.3328,5.5299,-7.1283,1.3103,-1.4031,6.3781,-3.3147,0.52159,-0.69553,4.2171,-3.9818,1.5422,-1.2725,5.9948,-3.6888,0.62176,-0.6278,4.1208,2.5677,3.3848,-0.32584,3.7468,-3.1389,2.0082,-0.74615,4.5159,-2.0089,1.5755,-0.89707,5.6542,-2.2341,1.5057,-1.1526,5.4034,-6.6264,1.0721,-1.7022,8.1794,-3.2079,1.915,-0.69532,6.0706,-3.5676,2.0002,-0.9407,4.5262,-8.2409,1.39,-1.3097,6.0695,1
-6.4157,-6.7247,-6.7502,1.3362,1.5778,1.1099,-6.3856,-5.2468,-2.2007,143.03,100.55,12.148,-6.5791,1.2069,-1.9427,10.186,-6.5672,-6.575,-6.5599,1.3978,1.447,1.0688,-1.0406,-1.278,-1.6778,4.9333,5.5048,7.9845,-5.9071,0.96049,-1.9981,9.3713,-2.8466,0.51026,-0.66913,4.5948,-3.4523,1.5093,-1.1019,5.1861,-2.8238,0.66992,-0.47579,3.8915,4.9671,4.0698,-0.041655,4.7167,-3.8475,2.2171,-0.77774,4.4278,-0.94259,1.3012,-0.89721,8.8426,-1.2516,1.2775,-1.6801,8.699,-6.5566,1.1531,-1.4999,6.417,-1.6918,1.7578,-0.48286,7.7635,-1.9938,1.4623,-1.2239,5.4897,-7.6115,1.329,-1.3136,6.3884,1
-4.9491,-4.5096,-4.3968,1.0099,2.0917,1.8086,-1.3318,-8.4705,-10.412,6.1907,170.97,230.67,-4.6568,1.2183,-1.4052,5.1137,-4.9975,-4.839,-5.0361,1.9445,2.1821,1.8643,-0.80348,-0.59805,-0.79047,5.0363,4.1423,5.3166,-4.658,2.2837,-0.64881,4.2641,-1.7812,0.76104,-0.33931,3.8821,-2.3433,1.8099,-1.013,5.211,-1.9538,0.82002,-0.2698,3.3709,4.2702,3.8319,0.60381,4.5079,-3.5381,2.773,-0.3994,3.2473,-0.00712,1.7836,-0.79263,7.2244,-0.17898,1.4178,-0.96052,5.5519,-4.3369,0.62003,-2.3525,12.081,-0.57512,2.397,0.082107,5.0484,-0.94034,2.0769,-0.54241,4.3522,-6.043,1.8927,-0.85133,5.0433,1
-6.8186,-6.6243,-6.6272,1.5432,1.2528,1.4368,-3.214,-1.6352,-5.7353,53.459,7.7426,119.34,-6.7536,1.3882,-1.446,6.4723,-7.0163,-7.181,-6.9832,1.3957,1.2131,1.4036,-1.4095,-1.4357,-1.2988,7.076,6.3045,6.0348,-6.5672,1.1339,-1.9384,9.2817,-3.0474,0.50441,-0.91611,4.9753,-3.6298,1.4369,-1.3894,7.1681,-3.3694,0.54083,-0.84275,4.5577,4.0501,2.4983,-0.35348,5.2783,-3.694,1.8371,-0.69356,4.3161,-0.99754,1.3807,-1.046,7.0212,-1.4148,1.2552,-1.5362,7.5068,-6.6926,1.4457,-1.311,6.1736,-2.026,1.7615,-0.60821,6.1699,-2.3874,1.4762,-1.183,5.5918,-7.8091,1.2988,-1.3644,6.3026,1
-6.9251,-6.9778,-6.8925,1.4561,1.4857,1.0595,-2.4284,-2.4221,-1.7147,34.203,32.807,8.444,-6.9905,1.4276,-1.2505,5.8871,-7.3031,-7.3507,-7.4518,1.5107,1.4749,1.3106,-1.253,-1.2751,-1.2935,6.1679,6.316,6.0643,-7.141,1.3055,-1.2984,5.9966,-3.2572,0.52296,-0.69153,4.1538,-3.9329,1.4269,-1.2751,6.124,-3.5447,0.56685,-0.63859,4.0625,2.8726,2.2716,-0.71053,4.3465,-3.2748,1.8143,-0.90382,5.0204,-1.7235,1.4402,-0.92325,9.4633,-1.9165,1.3116,-1.5895,6.8711,-6.6909,1.2232,-1.6333,8.0471,-2.9825,1.7912,-0.0016465,10.476,-3.1545,1.45,-1.1947,5.672,-8.1635,1.3689,-1.2692,5.8167,1
-5.8266,-6.6925,-6.0921,0.90428,1.5853,1.1239,-6.9645,-5.1172,-5.2928,173.28,99.855,111.43,-6.1281,1.0026,-1.6454,6.9792,-7.1682,-6.9261,-6.978,1.3107,1.5235,1.4296,-1.5537,-1.1874,-1.1236,7.6142,5.7138,5.3091,-6.6035,1.1913,-1.4413,6.3631,-3.0692,0.53062,-0.76461,4.6683,-3.7407,1.4228,-1.1403,5.5888,-3.3212,0.54665,-0.72459,4.2169,3.5421,2.841,-0.30146,4.1726,-3.5202,1.8937,-0.77253,4.437,-0.93713,1.688,-0.22408,8.0849,-1.3013,1.1824,-1.6309,7.5244,-6.7381,1.3629,-1.371,6.455,-2.0202,2.3439,0.48006,8.7178,-2.3998,1.4882,-1.207,5.9314,-7.786,1.3731,-1.3647,6.6199,1
