f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,is_Stego
-6.9612,-6.2375,-6.6697,1.5806,0.76896,1.1072,-3.4683,-1.9967,-3.8137,59.037,9.4174,65.774,-6.475,0.8709,-2.1921,11.315,-6.8972,-6.9313,-7.0172,1.4157,1.499,1.4831,-1.3883,-1.2744,-1.2556,6.7241,6.707,5.7526,-6.6585,1.3699,-1.3236,6.0721,-3.2347,0.61662,-0.91057,4.5243,-4.093,1.6871,-1.1474,5.2256,-3.4494,0.6983,-0.97393,4.9144,2.2771,5.068,-0.85406,3.5102,-3.2783,2.201,-0.56059,3.9272,-1.8419,1.7603,-1.0909,6.0126,-1.9917,1.4587,-1.4939,7.0068,-6.6579,1.0386,-1.6523,7.4071,-2.6508,1.8947,-0.73414,5.8434,-2.8664,1.7112,-1.289,6.3382,-7.9281,1.3737,-1.3514,6.3018,1
-6.706,-6.7203,-6.8122,1.3189,1.3765,1.3516,-2.7826,-2.8775,-1.3402,47.152,44.115,6.073,-6.8998,1.2596,-1.2822,6.0591,-7.4203,-7.1378,-7.1115,1.6197,1.5512,1.6138,-1.1297,-1.1694,-1.3644,5.3023,5.2792,6.1866,-6.6518,1.3539,-1.6944,7.7578,-3.316,0.84023,-0.86252,3.9523,-4.1673,2.12,-1.1199,4.9098,-3.6288,1.1282,-0.80653,3.5859,1.603,9.2422,-0.31237,2.5908,-3.2257,2.8145,-0.56867,3.5728,-2.2921,3.2212,-0.72679,3.8924,-2.6774,1.9497,-0.70395,3.7641,-6.1673,0.91841,-1.793,9.8384,-3.4087,4.02,-0.47153,3.6788,-3.9907,3.7655,-0.77103,3.2054,-7.9764,1.4443,-1.2881,6.0505,1
-5.704,-6.3544,-7.024,0.27855,1.2328,1.2906,-3.2234,-3.2876,-2.8412,22.768,53.521,44.913,-6.6735,1.1906,-1.3863,5.7734,-6.2975,-5.8759,-6.1199,1.724,1.4038,1.6318,-0.94473,-1.3809,-1.1031,4.607,6.6688,5.0812,-5.4222,1.1002,-1.6445,7.6785,-2.6358,1.0937,-0.1504,3.3038,-3.3833,2.1195,-0.62473,4.5412,-2.9088,1.2112,-0.22501,3.2256,3.5723,4.4336,-0.14068,4.2028,-2.6065,1.9332,-0.90202,4.6428,-1.6445,2.1215,0.30056,8.9264,-1.8485,1.4236,-1.2139,5.9834,-6.7877,1.2783,-1.4649,6.6207,-1.879,2.5213,0.60175,8.3431,-2.0509,1.7761,-0.97291,5.1734,-7.392,1.3906,-1.2447,5.6909,1
-6.511,-6.8434,-6.6619,1.1624,1.2801,1.2976,-3.4001,-1.3706,-3.4647,70.839,6.7499,59.28,-6.6041,1.2135,-1.7604,8.421,-7.3448,-7.3129,-7.2538,1.5604,1.4746,1.4136,-1.2175,-1.3352,-1.3048,5.9697,6.0985,5.5476,-6.8387,1.2694,-1.5532,6.857,-3.3822,0.83824,-0.8958,4.146,-4.219,1.9225,-1.1793,5.4009,-3.6394,1.0554,-0.82923,3.6859,2.3861,7.0466,-0.98392,4.0503,-3.5187,3.0026,-0.5662,3.5284,-1.9136,2.6975,-0.96227,4.4784,-2.1842,2.6127,-1.1653,4.3399,-6.1809,0.96801,-1.7193,8.0031,-3.1144,3.7552,-0.7573,3.7882,-3.3829,3.6526,-1.0861,4.0744,-8.0283,1.396,-1.2934,6.0313,1
-6.5104,-6.8858,-6.677,1.1674,1.2841,1.2134,-3.473,-1.2981,-1.4724,73.592,6.3139,6.8616,-6.6068,1.2176,-1.6491,7.4152,-7.3666,-7.3181,-7.2365,1.6695,1.4566,1.3678,-1.2323,-1.2369,-1.2988,5.7044,5.3769,5.5477,-6.8573,1.2231,-1.4811,6.4553,-3.4129,0.99746,-1.0599,4.3855,-4.2698,2.2843,-1.251,5.4453,-3.6898,1.185,-1.0359,4.4794,2.0781,8.2845,-1.0422,4.0453,-3.4946,3.0517,-0.53826,3.3812,-2.0902,3.2347,-0.96992,3.9696,-2.3804,3.1119,-1.1232,3.7662,-6.1936,0.98224,-1.655,7.7898,-3.2375,3.9431,-0.78959,4.1316,-3.4909,3.3532,-0.93248,3.5099,-8.0211,1.4144,-1.2944,5.8404,1
-6.6421,-6.9039,-6.8171,0.94147,1.4094,1.2614,-3.4704,-2.4353,-2.6999,69.641,32.635,40.363,-6.9488,1.3327,-1.5076,7.1929,-7.6743,-7.3782,-7.3911,1.7384,1.5633,1.6006,-0.99905,-1.1524,-1.1979,4.7473,5.4355,5.4755,-7.0071,1.4267,-1.3552,6.133,-3.6663,1.0999,-0.83379,3.5524,-4.4213,2.0749,-1.0872,4.9956,-4.0336,1.5403,-0.82671,3.173,0.88385,10.789,-0.60208,2.4293,-3.1348,2.5992,-0.58773,3.8098,-2.6582,4.0679,-0.46857,3.9461,-2.8367,2.0174,-0.47082,3.2358,-6.2299,0.80505,-1.9956,10.972,-4.0817,5.6845,-0.34293,3.974,-4.5771,4.9096,-0.7334,2.8497,-8.1379,1.4102,-1.3528,6.1677,1
-6.2565,-6.0217,-6.4838,0.8754,0.65103,1.0131,-4.8256,-2.3423,-6.2904,104.4,12.154,145.29,-6.1043,1.1246,-2.0739,9.2176,-7.3339,-7.3027,-7.3068,1.7639,1.6723,1.5253,-1.1564,-1.1614,-1.0921,5.1106,5.1514,5.2816,-6.8582,1.5219,-1.3823,5.9582,-3.4582,0.91819,-0.69922,3.2881,-4.1589,1.9164,-1.1886,5.5202,-3.823,1.2901,-0.7513,3.1956,1.5709,9.2453,-0.50766,2.587,-3.1932,2.9246,-0.66438,3.7982,-2.4374,2.6159,-0.23688,2.4207,-2.9552,3.6397,-0.81004,2.879,-6.5225,0.82453,-1.6977,9.1278,-4.1565,6.3399,-0.5504,2.6982,-4.3837,5.2764,-0.72812,2.7974,-8.0523,1.5274,-1.1494,5.2728,1
-6.5381,-7.379,-7.0888,0.79443,1.5509,1.1796,-1.8982,-1.1745,-1.1071,9.712,5.3632,5.4941,-7.2511,1.8198,-1.2945,5.8888,-6.9217,-7.0971,-7.0507,1.6463,1.7325,1.6162,-1.1304,-1.1236,-0.92665,4.9773,5.3206,5.1705,-6.5061,1.5065,-1.1854,5.4529,-2.9134,0.92758,-0.4705,4.4936,-3.7193,2.002,-0.94134,5.0559,-3.137,1.3383,-0.34798,3.1829,3.021,11.054,-0.17904,2.7757,-3.4417,3.306,-0.6723,3.7679,-2.2333,2.6492,-0.73952,3.5847,-2.1991,1.9553,-0.84015,4.0351,-6.9747,1.1116,-1.2624,6.7169,-3.2604,3.7946,-0.75201,4.0342,-3.3502,3.3367,-0.8823,3.413,-7.9198,1.5777,-1.0366,5.2401,1
-6.3339,-6.0562,-6.6527,0.8445,0.61836,0.81824,-4.9847,-2.3252,-2.1553,116.44,12.777,11.009,-6.2175,1.1184,-2.0137,8.825,-7.2082,-7.1962,-7.2871,1.7093,1.6334,1.4804,-1.1936,-1.2268,-1.2404,5.1867,5.5021,5.7811,-6.7213,1.4645,-1.4756,7.0312,-3.4515,0.87816,-0.77978,3.8556,-4.1346,1.9182,-1.1872,5.4085,-3.8293,1.1326,-0.6062,3.0941,1.6393,8.1913,-0.41842,2.7004,-3.222,3.1209,-0.65483,3.7228,-2.4582,2.5661,-0.22453,2.5,-3.0952,3.8281,-0.79199,2.6755,-6.6637,0.93175,-1.5581,7.8976,-4.2009,5.8677,-0.46021,2.5736,-4.4335,4.8416,-0.60493,2.61,-7.9446,1.4748,-1.2589,5.7507,1
-6.4306,-6.7708,-6.4718,0.70867,1.2674,1.1025,-7.9173,-2.7682,-1.7076,235.43,40.281,7.7626,-6.6717,1.0963,-1.684,8.0161,-7.6138,-7.4459,-7.3909,1.8581,1.6294,1.5488,-1.1294,-1.2468,-1.2721,5.0991,5.4245,5.7847,-7.0125,1.3498,-1.4082,6.0693,-3.6468,1.2917,-0.99889,3.6848,-4.5041,2.294,-1.0837,4.6954,-3.9982,1.7027,-0.89673,3.3187,0.89099,10.549,-0.71408,2.7632,-3.2499,3.1553,-0.6322,3.5233,-2.5421,3.4607,-0.62516,3.1517,-2.7873,2.3616,-0.54381,3.3114,-6.3529,0.86859,-2.0788,9.8336,-3.892,4.8611,-0.65073,3.0402,-4.361,4.6289,-0.715,2.9124,-8.1669,1.401,-1.3513,6.2765,1
-6.7146,-6.5369,-6.454,0.87347,1.1689,1.1342,-5.3221,-2.8531,-1.7339,141.06,44.553,7.9775,-6.6094,0.88844,-1.8794,9.222,-7.7911,-7.5059,-7.4388,2.2631,1.622,1.4616,-0.83287,-1.2198,-1.3921,4.0196,5.3416,6.6149,-7.0324,1.2914,-1.492,6.8224,-3.862,1.8287,-0.57777,2.7841,-4.8034,3.007,-0.89899,4.1138,-4.2542,2.5597,-0.56856,2.5702,0.44796,15.405,-0.55543,2.2145,-3.3817,3.8135,-0.57607,3.057,-2.4894,2.6878,-0.62741,3.5112,-2.5498,1.6001,-0.57064,3.9717,-6.3193,0.79028,-1.9993,10.838,-4.0883,4.9658,-0.56938,3.1474,-4.535,4.9756,-0.63208,2.6953,-8.1812,1.5029,-1.176,5.5949,1
-6.8358,-6.8472,-6.283,1.3782,1.2322,0.90398,-3.0373,-1.4272,-8.1218,48.212,6.7297,216.32,-6.5993,1.1264,-1.6631,7.0107,-7.4434,-7.4063,-7.2528,1.7714,1.6462,1.4743,-1.3308,-1.2302,-1.2392,5.9852,5.2116,5.9189,-6.8973,1.3399,-1.4045,6.0655,-3.3048,0.74627,-0.77683,3.8998,-4.1486,1.7847,-1.1529,5.3057,-3.5859,0.98828,-0.75866,3.4781,2.0308,8.1805,-0.45843,2.5713,-3.1212,2.5428,-0.59962,3.713,-2.3829,3.4358,-0.60658,2.5237,-2.7176,2.9573,-0.75091,2.9519,-6.0896,0.71837,-2.1382,12.26,-3.679,5.2733,-0.82382,3.1444,-4,4.472,-0.84351,2.9945,-8.1215,1.5406,-1.2456,5.9404,1
-6.826,-6.8556,-6.769,1.2684,1.3708,1.494,-1.2156,-2.5239,-2.3737,5.6616,36.889,32.33,-6.7323,1.0558,-1.1974,6.58,-7.3817,-7.5469,-7.6592,1.6292,1.558,1.9318,-1.4494,-1.2794,-1.0681,6.3267,5.9321,4.833,-7.092,1.4268,-1.5616,7.4947,-3.6482,1.1692,-0.43213,2.5091,-4.5172,2.6239,-0.99714,4.419,-3.9491,1.1884,-0.15202,2.2735,1.2263,13.07,-0.84534,2.7884,-3.3598,3.1353,-0.57289,3.4471,-1.8192,1.4526,-1.0264,6.3549,-1.7683,1.0274,-1.6039,7.0706,-6.4483,0.98132,-1.6834,8.0824,-3.7908,3.4449,-0.43776,3.2956,-3.935,2.8339,-0.6944,3.2425,-8.1798,1.4249,-1.2514,5.947,1
-5.2041,-6.6932,-6.1601,0.21923,1.4196,1.0458,-3.1427,-3.761,-6.165,25.517,70.172,137.95,-6.1587,1.0481,-1.6017,6.9221,-6.0429,-5.6023,-5.8753,1.7064,1.352,1.5076,-1.0227,-1.4423,-1.1203,4.6069,6.9626,5.5665,-5.2085,1.0414,-1.7131,8.5631,-2.6356,0.79194,-0.44353,4.0147,-3.3844,1.7501,-0.86714,4.8447,-2.8349,0.85337,-0.43507,3.6317,3.3037,3.8897,-0.43793,4.4712,-2.781,1.9016,-0.85235,4.2881,-1.2582,2.0313,0.17154,8.9561,-1.4589,1.319,-1.4114,6.5482,-6.7707,1.3304,-1.3998,6.2837,-1.5935,2.4416,0.60971,8.3886,-1.7566,1.6812,-0.93251,4.8687,-7.1098,1.3011,-1.316,6.0478,1
-6.4931,-6.2023,-6.1856,0.95009,0.75179,0.8553,-6.4202,-5.7825,-4.9253,171.37,147.96,114.83,-6.3733,0.89554,-2.091,10.746,-7.5324,-7.5336,-7.4233,2.0818,1.5888,1.3154,-1.0055,-1.2185,-1.3463,4.6023,5.5543,5.8735,-7.0756,1.3256,-1.4954,7.0036,-3.6434,1.3734,-0.77547,3.296,-4.5148,2.3258,-0.97747,4.4434,-3.9464,1.791,-0.80267,3.1839,1.6197,10.311,-1.0387,3.4851,-3.5318,3.3223,-0.52982,3.3539,-2.2425,3.12,-0.28948,4.5621,-2.5383,3.5541,-1.1424,4.201,-6.3699,0.91946,-1.5368,6.793,-3.5648,4.454,-0.061682,4.8768,-3.7877,3.8154,-0.89284,3.3943,-8.1783,1.507,-1.2164,5.9058,1
-6.8619,-6.556,-6.9952,1.5975,1.1215,1.6346,-5.3289,-4.9838,-1.3721,100.8,107.26,5.5635,-6.7695,1.1262,-1.7519,8.438,-7.0357,-7.1489,-7.2487,1.4294,1.4944,1.1887,-1.1192,-1.2019,-1.5864,5.4095,5.6512,7.6099,-6.7705,1.1874,-1.451,6.3953,-3.172,0.52264,-0.74487,4.1571,-3.9016,1.4915,-1.1335,5.1572,-3.4394,0.56656,-0.73651,3.9963,3.3258,2.9614,-0.40581,4.784,-3.5871,2.1034,-0.7589,4.4817,-1.2901,1.4324,-1.2409,7.205,-1.3122,1.1882,-1.6222,7.5675,-7.0359,1.4314,-1.4076,6.9531,-2.3716,1.6243,-0.62957,7.3985,-2.5745,1.8207,-0.98785,4.4256,-7.9509,1.3557,-1.3639,6.3089,1
-6.8513,-6.3819,-6.951,1.4577,1.1509,1.4561,-5.1733,-4.4201,-3.149,99.849,86.912,51.447,-6.8737,1.2118,-1.6296,7.2187,-7.0808,-7.1987,-7.3981,1.3764,1.5992,1.1941,-1.1098,-1.2292,-1.3769,5.2339,5.8144,6.0424,-6.9136,1.1961,-1.4524,6.5598,-3.1273,0.49888,-0.91148,5.2341,-3.9357,1.4675,-1.2496,6.02,-3.3724,0.55178,-0.81401,4.5272,3.3629,2.375,-0.51196,4.6779,-3.464,1.9215,-0.70479,4.2964,-1.2914,1.3729,-0.84393,9.2173,-1.3886,1.0509,-1.5505,7.291,-6.9489,1.0691,-1.5559,7.0797,-2.4751,1.8449,-0.09345,10.103,-2.7512,1.7406,-1.0093,4.9201,-8.0676,1.3476,-1.3667,6.3436,1
-6.434,-6.8508,-7.09,0.77548,1.3566,1.4276,-1.9692,-2.4024,-1.235,10.584,31.561,5.8272,-6.7581,1.2222,-1.5682,7.7718,-7.4112,-7.4106,-7.5433,1.4307,1.4063,1.523,-1.2351,-1.2623,-1.1527,5.6945,5.6891,5.1205,-7.1331,1.3229,-1.4683,6.9969,-3.3212,0.52138,-0.69727,4.2274,-3.9849,1.5285,-1.2408,5.8483,-3.6964,0.62162,-0.62678,4.1138,2.5588,3.3849,-0.32322,3.7174,-3.1439,1.9948,-0.69503,4.1189,-2.0096,1.5622,-0.85764,5.4276,-2.2366,1.5109,-1.183,5.7089,-6.6296,1.0705,-1.6809,7.8914,-3.213,1.9177,-0.7013,6.0995,-3.5723,2.0046,-0.96752,4.8513,-8.247,1.3997,-1.3488,6.3895,1
-6.4225,-6.7306,-6.7542,1.3383,1.5682,1.0772,-6.3919,-5.2602,-1.8901,142.74,101.53,8.4793,-6.5838,1.1738,-1.727,7.8332,-6.5739,-6.5797,-6.5677,1.394,1.4255,1.0798,-1.0259,-1.2132,-1.7676,4.8794,5.0914,9.0123,-5.9122,0.95035,-1.9522,8.949,-2.8572,0.51106,-0.68134,4.6614,-3.4618,1.5234,-1.1578,5.6358,-2.8342,0.66768,-0.47298,3.8678,4.9554,4.0504,-0.018814,4.546,-3.8524,2.2128,-0.78378,4.4964,-0.9493,1.309,-0.94853,9.3878,-1.2571,1.2655,-1.6071,8.0127,-6.559,1.135,-1.431,5.8875,-1.6985,1.76,-0.49466,7.8589,-2.0003,1.459,-1.2148,5.4212,-7.6198,1.3566,-1.4694,7.8766,1
-4.9541,-4.5192,-4.4019,1.0061,2.1157,1.8131,-1.3216,-8.3677,-10.379,6.0856,167.12,229.42,-4.6613,1.2144,-1.3908,5.0129,-5.0047,-4.8496,-5.0396,1.9494,2.2249,1.817,-0.82064,-0.69261,-0.64469,5.1713,4.6486,4.4502,-4.6658,2.3084,-0.66267,4.1877,-1.7913,0.76059,-0.34111,3.8816,-2.3535,1.8192,-0.99448,4.9589,-1.9633,0.81968,-0.27155,3.3812,4.2604,3.8637,0.57946,4.5387,-3.5455,2.7883,-0.4348,3.4955,-0.0019343,1.6736,-0.45831,5.4677,-0.18065,1.403,-0.97112,5.9423,-4.3422,0.61721,-2.3286,11.959,-0.58259,2.4045,0.066504,5.1233,-0.94649,2.074,-0.54176,4.3779,-6.0478,1.8633,-0.76581,4.4579,1
-6.8232,-6.6254,-6.6316,1.5529,1.2498,1.4288,-3.231,-1.5991,-5.7252,53.083,7.2917,120.13,-6.7571,1.3819,-1.4485,6.5855,-7.0212,-7.1869,-6.9884,1.3908,1.225,1.4008,-1.3714,-1.5118,-1.2727,6.4926,7.0533,5.7616,-6.5688,1.1091,-1.8353,8.4301,-3.0551,0.5038,-0.91199,4.9537,-3.636,1.4392,-1.3651,6.7276,-3.3784,0.53971,-0.83177,4.4793,4.0411,2.5039,-0.38321,5.514,-3.6985,1.8337,-0.68638,4.2468,-1.0011,1.379,-1.0284,6.8029,-1.4175,1.2398,-1.456,6.7624,-6.6955,1.4301,-1.2314,5.399,-2.0314,1.7716,-0.63444,6.2636,-2.3925,1.4837,-1.2243,5.9966,-7.8144,1.3043,-1.3937,6.5488,1
-6.9276,-6.9781,-6.8926,1.461,1.4659,1.0542,-2.4445,-2.3924,-1.6883,34.166,33.163,8.0974,-6.992,1.4215,-1.2262,5.6928,-7.3085,-7.3558,-7.458,1.5032,1.4622,1.3101,-1.206,-1.2067,-1.2832,5.6618,5.6991,5.9117,-7.1452,1.3049,-1.3022,6.1255,-3.2638,0.5227,-0.69315,4.1605,-3.9374,1.42,-1.2487,5.8794,-3.5519,0.56688,-0.64125,4.0709,2.8655,2.2624,-0.69791,4.3099,-3.2814,1.8081,-0.87712,4.8029,-1.7252,1.4311,-0.863,8.9506,-1.9199,1.3262,-1.6529,7.4383,-6.6926,1.207,-1.5397,7.13,-2.9856,1.7787,0.04812,10.262,-3.1594,1.4575,-1.2208,5.791,-8.1691,1.3677,-1.2621,5.7513,1
-5.8298,-6.6959,-6.0962,0.90528,1.587,1.1097,-6.9691,-5.1395,-5.2377,172.98,99.997,112.48,-6.1334,1.0112,-1.6834,7.3088,-7.1741,-6.9311,-6.9848,1.314,1.5122,1.4428,-1.5599,-1.1382,-1.1686,7.583,5.3019,5.6584,-6.6066,1.1933,-1.4996,7.0661,-3.0769,0.52964,-0.75466,4.5872,-3.7473,1.4348,-1.1888,5.9734,-3.3298,0.54769,-0.74364,4.3602,3.5333,2.8444,-0.30643,4.1951,-3.5276,1.9223,-0.88109,5.2769,-0.94094,1.6989,-0.28329,8.5735,-1.3051,1.1957,-1.7237,8.4412,-6.7406,1.3441,-1.2868,5.7281,-2.024,2.3381,0.49778,8.6922,-2.4038,1.485,-1.1936,5.8194,-7.791,1.3642,-1.3272,6.3227,1
